"NAM","DAT","PERIOD","ӘАОЖ(каталог бойынша)","LӘАОЖ(каталог бойынша)","ОЖА","LОЖА","VAL"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","13 117"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","13 240"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","12 281"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","13 825"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","11 288"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","13 414"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","13 583"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","ауылдық жер","0","10 838"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","59 796"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","54 797"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","39 466"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","44 862"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","27 391"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","32 377"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","31 236"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","29 599"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","36 107"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","31 717"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","36 014"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","35 834"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","31 492"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","51 993"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","41 617"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","53 293"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","51 482"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","52 673"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","48 513"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","54 626"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","44 517"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","48 239"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","48 002"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚАЗАҚСТАН РЕСПУБЛИКАСЫ","0","Барлығы","0","40 227"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 392"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 186"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 947"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 165"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 254"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 231"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 369"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 498"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 673"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 524"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 749"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 553"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 233"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 127"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 018"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 242"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 414"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 340"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 418"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","3 268"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 412"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 410"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 661"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚОСТАНАЙ ОБЛЫСЫ","0","Барлығы","0","2 324"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 386"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 154"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 467"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 916"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 251"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 939"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 593"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 371"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 121"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 549"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 077"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 251"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 674"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 053"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 589"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 285"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 654"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 560"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 203"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","5 261"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 644"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 717"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","4 586"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","Барлығы","0","3 475"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 865"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 521"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 954"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 330"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 483"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 762"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 607"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 527"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 838"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 684"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 933"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 809"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 633"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 390"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 039"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 583"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 553"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 684"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 489"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 633"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 804"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 028"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","2 302"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","АҚМОЛА ОБЛЫСЫ","0","Барлығы","0","1 422"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 894"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 762"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 001"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 474"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 223"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 890"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 543"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 311"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 687"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 513"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 646"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 190"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 631"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 608"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 066"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 834"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","5 164"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","5 096"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 730"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 830"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 201"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","4 078"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 981"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚАРАҒАНДЫ ОБЛЫСЫ","0","қалалық жер","0","3 027"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 301"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 067"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 037"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 084"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 763"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 735"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 884"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 986"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 895"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 073"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 808"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 062"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 846"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 039"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 975"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 038"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 149"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 082"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 228"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","2 055"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 739"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 570"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 730"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ҚОСТАНАЙ ОБЛЫСЫ","0","қалалық жер","0","1 632"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 191"
"Тіркелген ажырасулар саны(Адам)","2018 жыл","201812","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 161"
"Тіркелген ажырасулар саны(Адам)","2009 жыл","200912","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 652"
"Тіркелген ажырасулар саны(Адам)","2011 жыл","201112","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 994"
"Тіркелген ажырасулар саны(Адам)","2000 жыл","200012","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 014"
"Тіркелген ажырасулар саны(Адам)","2005 жыл","200512","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 287"
"Тіркелген ажырасулар саны(Адам)","2002 жыл","200212","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 222"
"Тіркелген ажырасулар саны(Адам)","2001 жыл","200112","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 285"
"Тіркелген ажырасулар саны(Адам)","2007 жыл","200712","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 484"
"Тіркелген ажырасулар саны(Адам)","2003 жыл","200312","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 103"
"Тіркелген ажырасулар саны(Адам)","2008 жыл","200812","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 455"
"Тіркелген ажырасулар саны(Адам)","2006 жыл","200612","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 466"
"Тіркелген ажырасулар саны(Адам)","2004 жыл","200412","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 223"
"Тіркелген ажырасулар саны(Адам)","2016 жыл","201612","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 957"
"Тіркелген ажырасулар саны(Адам)","2010 жыл","201012","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 747"
"Тіркелген ажырасулар саны(Адам)","2015 жыл","201512","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 271"
"Тіркелген ажырасулар саны(Адам)","2013 жыл","201312","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 241"
"Тіркелген ажырасулар саны(Адам)","2014 жыл","201412","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 272"
"Тіркелген ажырасулар саны(Адам)","2012 жыл","201212","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 066"
"Тіркелген ажырасулар саны(Адам)","2017 жыл","201712","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","3 169"
"Тіркелген ажырасулар саны(Адам)","2022 жыл","202212","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 132"
"Тіркелген ажырасулар саны(Адам)","2021 жыл","202112","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 626"
"Тіркелген ажырасулар саны(Адам)","2020 жыл","202012","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 712"
"Тіркелген ажырасулар саны(Адам)","2023 жыл","202312","ПАВЛОДАР ОБЛЫСЫ","0","Барлығы","0","2 131"
"Тіркелген ажырасулар саны(Адам)","2019 жыл","201912","ШЫҒЫС ҚАЗАҚСТАН ОБЛЫСЫ","0","Барлығы","0","4 737"
